Crop,CropYear,Season,State,Area,Production,AnnualRainfall,Fertilizer,Pesticide,Yield
Urad,2019,Rabi       ,Karnataka,2875,1341,1422.3,493810,1063.75,0.3375
Urad,2019,Summer     ,Karnataka,223,105,1422.3,38302.48,82.51,0.437272727
Wheat,2019,Rabi       ,Karnataka,158319,180114,1422.3,27192871.44,58578.03,1.08125
Arecanut,2019,Whole Year ,Kerala,96921,92755,3119.2,16647150.96,35860.77,0.674285714
Arhar/Tur,2019,Whole Year ,Kerala,313,522,3119.2,53760.88,115.81,1.335
Banana,2019,Whole Year ,Kerala,60678,548425,3119.2,10422053.28,22450.86,8.815
Black pepper,2019,Whole Year ,Kerala,83765,34545,3119.2,14387476.4,30993.05,0.327142857
Cardamom,2019,Whole Year ,Kerala,39697,10076,3119.2,6818356.72,14687.89,0.062857143
Cashewnut,2019,Whole Year ,Kerala,39898,19444,3119.2,6852880.48,14762.26,0.273571429
Coconut ,2019,Whole Year ,Kerala,760776,4814000000,3119.2,130670885.8,281487.12,5882.037143
Cotton(lint),2019,Whole Year ,Kerala,54,82,3119.2,9275.04,19.98,1.51
Garlic,2019,Whole Year ,Kerala,191,990,3119.2,32806.16,70.67,5.18
Ginger,2019,Whole Year ,Kerala,2819,11917,3119.2,484191.44,1043.03,3.65
Gram,2019,Whole Year ,Kerala,600,454,3119.2,103056,222,0.767142857
Groundnut,2019,Whole Year ,Kerala,117,147,3119.2,20095.92,43.29,1.26
Jowar,2019,Whole Year ,Kerala,285,235,3119.2,48951.6,105.45,0.82
Maize,2019,Whole Year ,Kerala,113,140,3119.2,19408.88,41.81,1.82
Other  Rabi pulses,2019,Rabi       ,Kerala,1256,1131,3119.2,215730.56,464.72,1.098888889
Other Kharif pulses,2019,Kharif     ,Kerala,91,76,3119.2,15630.16,33.67,2.4
Potato,2019,Whole Year ,Kerala,490,6569,3119.2,84162.4,181.3,13.41
Ragi,2019,Whole Year ,Kerala,213,261,3119.2,36584.88,78.81,1.36
Rice,2019,Autumn     ,Kerala,55895,145076,3119.2,9600525.2,20681.15,1.949230769
Rice,2019,Summer     ,Kerala,61006,212586,3119.2,10478390.56,22572.22,2.815714286
Rice,2019,Winter     ,Kerala,81279,247879,3119.2,13960481.04,30073.23,2.503571429
Sesamum,2019,Whole Year ,Kerala,207.94,129,3119.2,35715.7744,76.9378,0.558
Small millets,2019,Kharif     ,Kerala,30,22,3119.2,5152.8,11.1,0.73
Small millets,2019,Rabi       ,Kerala,27,21,3119.2,4637.52,9.99,0.78
Sugarcane,2019,Whole Year ,Kerala,950.04,120835,3119.2,163178.8704,351.5148,83.834
Sunflower,2019,Whole Year ,Kerala,1,1,3119.2,171.76,0.37,1
Sweet potato,2019,Whole Year ,Kerala,194,2782,3119.2,33321.44,71.78,13.1125
Tapioca,2019,Whole Year ,Kerala,62070,2592633,3119.2,10661143.2,22965.9,41.95142857
Tobacco,2019,Whole Year ,Kerala,8,14,3119.2,1374.08,2.96,1.8
Turmeric,2019,Whole Year ,Kerala,2277,6653,3119.2,391097.52,842.49,2.848571429
Wheat,2019,Whole Year ,Kerala,1,2,3119.2,171.76,0.37,2
Arecanut,2019,Whole Year ,Tamil Nadu,6843,13543,910.1,1175353.68,2531.91,2.17
Arhar/Tur,2019,Kharif     ,Tamil Nadu,38920,49905,910.1,6684899.2,14400.4,1.2748
Arhar/Tur,2019,Rabi       ,Tamil Nadu,2894,3331,910.1,497073.44,1070.78,1.2344
Bajra,2019,Kharif     ,Tamil Nadu,50298,140059,910.1,8639184.48,18610.26,2.9272
Bajra,2019,Rabi       ,Tamil Nadu,17194,45024,910.1,2953241.44,6361.78,2.6984
Banana,2019,Whole Year ,Tamil Nadu,92440,3987895,910.1,15877494.4,34202.8,42.7084375
Black pepper,2019,Whole Year ,Tamil Nadu,6080,1306,910.1,1044300.8,2249.6,0.175555556
Cardamom,2019,Whole Year ,Tamil Nadu,3831,348,910.1,658012.56,1417.47,0.093333333
Cashewnut,2019,Whole Year ,Tamil Nadu,83977,25687,910.1,14423889.52,31071.49,0.335172414
Castor seed,2019,Kharif     ,Tamil Nadu,5259,1646,910.1,903285.84,1945.83,0.306428571
Coconut ,2019,Whole Year ,Tamil Nadu,438935,4946800000,910.1,75391475.6,162405.95,8795.260556
Coriander,2019,Whole Year ,Tamil Nadu,7397,3675,910.1,1270508.72,2736.89,0.470909091
Cotton(lint),2019,Kharif     ,Tamil Nadu,96681,235305,910.1,16605928.56,35771.97,2.533461538
Cotton(lint),2019,Rabi       ,Tamil Nadu,72817,182776,910.1,12507047.92,26942.29,2.717307692
Cowpea(Lobia),2019,Kharif     ,Tamil Nadu,47877,37536,910.1,8223353.52,17714.49,0.775833333
Cowpea(Lobia),2019,Rabi       ,Tamil Nadu,17959,12609,910.1,3084637.84,6644.83,0.6812
Dry chillies,2019,Whole Year ,Tamil Nadu,47991,29618,910.1,8242934.16,17756.67,0.919285714
Garlic,2019,Whole Year ,Tamil Nadu,1433,8519,910.1,246132.08,530.21,5.5525
Ginger,2019,Whole Year ,Tamil Nadu,193,3038,910.1,33149.68,71.41,16.075
Gram,2019,Rabi       ,Tamil Nadu,5552,5138,910.1,953611.52,2054.24,0.871538462
Groundnut,2019,Kharif     ,Tamil Nadu,209159,518418,910.1,35925149.84,77388.83,2.512333333
Groundnut,2019,Rabi       ,Tamil Nadu,137484,514485,910.1,23614251.84,50869.08,3.673448276
Horse-gram,2019,Kharif     ,Tamil Nadu,2439,1697,910.1,418922.64,902.43,0.725
Horse-gram,2019,Rabi       ,Tamil Nadu,76619,59679,910.1,13160079.44,28349.03,0.719565217
Jowar,2019,Kharif     ,Tamil Nadu,231845,276627,910.1,39821697.2,85782.65,1.238846154
Jowar,2019,Rabi       ,Tamil Nadu,218155,243194,910.1,37470302.8,80717.35,1.281851852
Maize,2019,Kharif     ,Tamil Nadu,168587,1506526,910.1,28956503.12,62377.19,8.614827586
Maize,2019,Rabi       ,Tamil Nadu,164978,1108221,910.1,28336621.28,61041.86,6.841666667
Moong(Green Gram),2019,Kharif     ,Tamil Nadu,22747,13049,910.1,3907024.72,8416.39,0.587407407
Moong(Green Gram),2019,Rabi       ,Tamil Nadu,149191,63365,910.1,25625046.16,55200.67,0.47137931
Onion,2019,Kharif     ,Tamil Nadu,11137,101952,910.1,1912891.12,4120.69,9.088148148
Onion,2019,Rabi       ,Tamil Nadu,22663,159883,910.1,3892596.88,8385.31,7.237407407
Other  Rabi pulses,2019,Rabi       ,Tamil Nadu,21610,14045,910.1,3711733.6,7995.7,0.776666667
Other Cereals,2019,Kharif     ,Tamil Nadu,2172,3175,910.1,373062.72,803.64,1.121875
Other Cereals,2019,Rabi       ,Tamil Nadu,5392,7193,910.1,926129.92,1995.04,1.282
Other Kharif pulses,2019,Kharif     ,Tamil Nadu,32430,27665,910.1,5570176.8,11999.1,0.746153846
Potato,2019,Kharif     ,Tamil Nadu,2900,60513,910.1,498104,1073,21.384
Potato,2019,Rabi       ,Tamil Nadu,1113,24207,910.1,191168.88,411.81,21.68
Ragi,2019,Kharif     ,Tamil Nadu,63650,190535,910.1,10932524,23550.5,2.928181818
Ragi,2019,Rabi       ,Tamil Nadu,20895,83939,910.1,3588925.2,7731.15,3.879230769
Rapeseed &Mustard,2019,Rabi       ,Tamil Nadu,137,33,910.1,23531.12,50.69,0.19
Rice,2019,Autumn     ,Tamil Nadu,206535,847692,910.1,35474451.6,76417.95,4.077241379
Rice,2019,Summer     ,Tamil Nadu,339990,1463054,910.1,58396682.4,125796.3,4.095
Rice,2019,Winter     ,Tamil Nadu,1360882,4954415,910.1,233745092.3,503526.34,3.818387097
Sesamum,2019,Kharif     ,Tamil Nadu,12123,6706,910.1,2082246.48,4485.51,0.534642857
Sesamum,2019,Rabi       ,Tamil Nadu,40895,29775,910.1,7024125.2,15131.15,0.680740741
Small millets,2019,Kharif     ,Tamil Nadu,17928,26280,910.1,3079313.28,6633.36,1.360769231
Sugarcane,2019,Whole Year ,Tamil Nadu,131207,14119210,910.1,22536114.32,48546.59,102.7843333
Sunflower,2019,Kharif     ,Tamil Nadu,168,168,910.1,28855.68,62.16,1
Sunflower,2019,Rabi       ,Tamil Nadu,4075,3663,910.1,699922,1507.75,1.099375
Sweet potato,2019,Whole Year ,Tamil Nadu,585,14383,910.1,100479.6,216.45,23.39619048
Tapioca,2019,Whole Year ,Tamil Nadu,81143,3065106,910.1,13937121.68,30022.91,40.04866667
Tobacco,2019,Whole Year ,Tamil Nadu,1658,2426,910.1,284778.08,613.46,1.397777778
Turmeric,2019,Whole Year ,Tamil Nadu,18432,96253,910.1,3165880.32,6819.84,5.298148148
Urad,2019,Kharif     ,Tamil Nadu,42597,35846,910.1,7316460.72,15760.89,0.854333333
Urad,2019,Rabi       ,Tamil Nadu,362726,281577,910.1,62301817.76,134208.62,0.759
Arhar/Tur,2019,Kharif     ,Arunachal Pradesh,819,712,2433.3,140671.44,303.03,0.872777778
Dry chillies,2019,Whole Year ,Arunachal Pradesh,3645,10498,2433.3,626065.2,1348.65,2.842
Ginger,2019,Whole Year ,Arunachal Pradesh,7900,55474,2433.3,1356904,2923,6.1016
Groundnut,2019,Kharif     ,Arunachal Pradesh,923,905,2433.3,158534.48,341.51,1.26
Maize,2019,Kharif     ,Arunachal Pradesh,51100,79205,2433.3,8776936,18907,1.6756
Masoor,2019,Rabi       ,Arunachal Pradesh,454,356,2433.3,77979.04,167.98,0.923846154
Moong(Green Gram),2019,Kharif     ,Arunachal Pradesh,1318,1354,2433.3,226379.68,487.66,1.121904762
Other  Rabi pulses,2019,Rabi       ,Arunachal Pradesh,1273,824,2433.3,218650.48,471.01,0.711052632
Other Kharif pulses,2019,Kharif     ,Arunachal Pradesh,2506,2346,2433.3,430430.56,927.22,0.9816
Peas & beans (Pulses),2019,Kharif     ,Arunachal Pradesh,674,688,2433.3,115766.24,249.38,1.056956522
Peas & beans (Pulses),2019,Rabi       ,Arunachal Pradesh,3704,5432,2433.3,636199.04,1370.48,1.773333333
Potato,2019,Whole Year ,Arunachal Pradesh,6200,44950,2433.3,1064912,2294,6.8024
Rapeseed &Mustard,2019,Rabi       ,Arunachal Pradesh,28261,28791,2433.3,4854109.36,10456.57,1.221666667
Rice,2019,Kharif     ,Arunachal Pradesh,133500,244741,2433.3,22929960,49395,1.7792
Sesamum,2019,Kharif     ,Arunachal Pradesh,2058,1835,2433.3,353482.08,761.46,0.847619048
Small millets,2019,Kharif     ,Arunachal Pradesh,26790,27460,2433.3,4601450.4,9912.3,1.0152
Soyabean,2019,Kharif     ,Arunachal Pradesh,3137,4447,2433.3,538811.12,1160.69,1.499583333
Sugarcane,2019,Whole Year ,Arunachal Pradesh,2146,46139,2433.3,368596.96,794.02,23.74764706
Sunflower,2019,Kharif     ,Arunachal Pradesh,574,469,2433.3,98590.24,212.38,0.836153846
Turmeric,2019,Whole Year ,Arunachal Pradesh,835,3758,2433.3,143419.6,308.95,4.297692308
Urad,2019,Kharif     ,Arunachal Pradesh,1148,1039,2433.3,197180.48,424.76,0.998695652
Urad,2019,Rabi       ,Arunachal Pradesh,1454,1400,2433.3,249739.04,537.98,1.089130435
Wheat,2019,Rabi       ,Arunachal Pradesh,3930,7742,2433.3,675016.8,1454.1,2.168333333
other oilseeds,2019,Kharif     ,Arunachal Pradesh,717,650,2433.3,123151.92,265.29,1.116666667
Arhar/Tur,2019,Kharif     ,Bihar,16754,28157,1194.7,2877667.04,6198.98,1.631176471
Bajra,2019,Kharif     ,Bihar,3159,3582,1194.7,542589.84,1168.83,1.1325
Barley,2019,Rabi       ,Bihar,7449,10201,1194.7,1279440.24,2756.13,1.295416667
Castor seed,2019,Kharif     ,Bihar,87,84,1194.7,14943.12,32.19,0.992
Coriander,2019,Whole Year ,Bihar,2229,2010,1194.7,382853.04,824.73,0.911818182
Garlic,2019,Whole Year ,Bihar,1650,2452,1194.7,283404,610.5,1.508181818
Ginger,2019,Whole Year ,Bihar,381,706,1194.7,65440.56,140.97,1.888888889
Gram,2019,Rabi       ,Bihar,52802,38529,1194.7,9069271.52,19536.74,0.751851852
Groundnut,2019,Kharif     ,Bihar,841,858,1194.7,144450.16,311.17,1.008
Horse-gram,2019,Kharif     ,Bihar,8077,7456,1194.7,1387305.52,2988.49,0.91875
Jowar,2019,Kharif     ,Bihar,631,673,1194.7,108380.56,233.47,1.0825
Jute,2019,Kharif     ,Bihar,48390,509650,1194.7,8311466.4,17904.3,13.32
Khesari,2019,Rabi       ,Bihar,43784,33287,1194.7,7520339.84,16200.08,0.767878788
Linseed,2019,Rabi       ,Bihar,8254,6974,1194.7,1417707.04,3053.98,0.849655172
Maize,2019,Autumn     ,Bihar,209307,434878,1194.7,35950570.32,77443.59,2.31625
Maize,2019,Rabi       ,Bihar,301268,2279174,1194.7,51745791.68,111469.16,5.7365625
Maize,2019,Summer     ,Bihar,162563,781348,1194.7,27921820.88,60148.31,4.237941176
Masoor,2019,Rabi       ,Bihar,143046,90159,1194.7,24569580.96,52927.02,0.773421053
Mesta,2019,Kharif     ,Bihar,13697,27956,1194.7,2352596.72,5067.89,2.530769231
Moong(Green Gram),2019,Kharif     ,Bihar,7383,4637,1194.7,1268104.08,2731.71,0.707307692
Moong(Green Gram),2019,Summer     ,Bihar,158285,105406,1194.7,27187031.6,58565.45,0.705789474
Onion,2019,Rabi       ,Bihar,12965,173086,1194.7,2226868.4,4797.05,12.60526316
Other  Rabi pulses,2019,Rabi       ,Bihar,1091,1096,1194.7,187390.16,403.67,1.002307692
Other Kharif pulses,2019,Kharif     ,Bihar,1684,1340,1194.7,289243.84,623.08,0.8475
Peas & beans (Pulses),2019,Rabi       ,Bihar,17378,18059,1194.7,2984845.28,6429.86,1.01625
Potato,2019,Rabi       ,Bihar,82888,1139389,1194.7,14236842.88,30668.56,13.67526316
Potato,2019,Winter     ,Bihar,74181,1071615,1194.7,12741328.56,27446.97,14.46027778
Ragi,2019,Kharif     ,Bihar,2755,2193,1194.7,473198.8,1019.35,0.845238095
Rapeseed &Mustard,2019,Rabi       ,Bihar,75240,89345,1194.7,12923222.4,27838.8,1.111351351
Rice,2019,Autumn     ,Bihar,443965,727611,1194.7,76255428.4,164267.05,1.759583333
Rice,2019,Summer     ,Bihar,60399,128812,1194.7,10374132.24,22347.63,2.142857143
Rice,2019,Winter     ,Bihar,2593026,6096095,1194.7,445378145.8,959419.62,2.173157895
Safflower,2019,Rabi       ,Bihar,85,69,1194.7,14599.6,31.45,0.81
Sannhamp,2019,Kharif     ,Bihar,900,727,1194.7,154584,333,0.835625
Sesamum,2019,Kharif     ,Bihar,1299,1138,1194.7,223116.24,480.63,0.894347826
Small millets,2019,Kharif     ,Bihar,2049,1546,1194.7,351936.24,758.13,0.801666667
Soyabean,2019,Kharif     ,Bihar,19600,14779,1194.7,3366496,7252,0.75
Sugarcane,2019,Whole Year ,Bihar,223892,13578832,1194.7,38455689.92,82840.04,61.77419355
Sunflower,2019,Rabi       ,Bihar,8081,11485,1194.7,1387992.56,2989.97,1.3785
Tobacco,2019,Whole Year ,Bihar,10266,18027,1194.7,1763288.16,3798.42,1.7575
Turmeric,2019,Whole Year ,Bihar,2834,2889,1194.7,486767.84,1048.58,1.008
Urad,2019,Kharif     ,Bihar,7102,6289,1194.7,1219839.52,2627.74,0.890833333
Wheat,2019,Rabi       ,Bihar,2150180,5579348,1194.7,369314916.8,795566.6,2.569473684
Arhar/Tur,2019,Kharif     ,Chhattisgarh,35774,22466,1420.3,6144542.24,13236.38,0.585714286
Bajra,2019,Kharif     ,Chhattisgarh,96,50,1420.3,16488.96,35.52,0.696
Bajra,2019,Whole Year ,Chhattisgarh,2008,32314,1420.3,344894.08,742.96,17.71173913
Barley,2019,Rabi       ,Chhattisgarh,1786,1088,1420.3,306763.36,660.82,0.697272727
Castor seed,2019,Kharif     ,Chhattisgarh,12,4,1420.3,2061.12,4.44,0.3575
Coconut ,2019,Whole Year ,Chhattisgarh,55,0,1420.3,9446.8,20.35,0
Coriander,2019,Whole Year ,Chhattisgarh,1431,398,1420.3,245788.56,529.47,0.264444444
Cotton(lint),2019,Whole Year ,Chhattisgarh,2692,4921,1420.3,462377.92,996.04,2.145714286
Dry chillies,2019,Whole Year ,Chhattisgarh,4913,2948,1420.3,843856.88,1817.81,0.609285714
Garlic,2019,Whole Year ,Chhattisgarh,1091,2831,1420.3,187390.16,403.67,3.193846154
Ginger,2019,Whole Year ,Chhattisgarh,1162,1503,1420.3,199585.12,429.94,1.413181818
Gram,2019,Rabi       ,Chhattisgarh,419934,105823,1420.3,72127863.84,155375.58,0.397407407
Groundnut,2019,Kharif     ,Chhattisgarh,22102,33683,1420.3,3796239.52,8177.74,1.49
Horse-gram,2019,Kharif     ,Chhattisgarh,25983,10152,1420.3,4462840.08,9613.71,0.406956522
Horse-gram,2019,Rabi       ,Chhattisgarh,345,99,1420.3,59257.2,127.65,0.262727273
Jowar,2019,Whole Year ,Chhattisgarh,1966,2535,1420.3,337680.16,727.42,1.22
Jute,2019,Kharif     ,Chhattisgarh,35,0,1420.3,6011.6,12.95,0
Khesari,2019,Rabi       ,Chhattisgarh,188588,60914,1420.3,32391874.88,69777.56,0.28125
Linseed,2019,Rabi       ,Chhattisgarh,13004,4811,1420.3,2233567.04,4811.48,0.311923077
Maize,2019,Kharif     ,Chhattisgarh,130433,406821,1420.3,22403172.08,48260.21,2.808214286
Masoor,2019,Rabi       ,Chhattisgarh,14347,4672,1420.3,2464240.72,5308.39,0.314347826
Mesta,2019,Kharif     ,Chhattisgarh,556,1116,1420.3,95498.56,205.72,2.277857143
Moong(Green Gram),2019,Kharif     ,Chhattisgarh,3554,1476,1420.3,610435.04,1314.98,0.423703704
Moong(Green Gram),2019,Rabi       ,Chhattisgarh,2728,968,1420.3,468561.28,1009.36,0.362
Moong(Green Gram),2019,Summer     ,Chhattisgarh,153,0,1420.3,26279.28,56.61,0
Niger seed,2019,Kharif     ,Chhattisgarh,36318,6893,1420.3,6237979.68,13437.66,0.192941176
Onion,2019,Whole Year ,Chhattisgarh,4395,24013,1420.3,754885.2,1626.15,5.0708
Other  Rabi pulses,2019,Rabi       ,Chhattisgarh,2772,297,1420.3,476118.72,1025.64,0.235
Other Kharif pulses,2019,Kharif     ,Chhattisgarh,4213,1173,1420.3,723624.88,1558.81,0.265
Peas & beans (Pulses),2019,Rabi       ,Chhattisgarh,11655,4479,1420.3,2001862.8,4312.35,0.362592593
Potato,2019,Kharif     ,Chhattisgarh,1741,10093,1420.3,299034.16,644.17,6.59375
Potato,2019,Rabi       ,Chhattisgarh,8937,51808,1420.3,1535019.12,3306.69,6.473913043
Ragi,2019,Kharif     ,Chhattisgarh,4466,1194,1420.3,767080.16,1652.42,0.25
Rapeseed &Mustard,2019,Rabi       ,Chhattisgarh,35026,15692,1420.3,6016065.76,12959.62,0.431428571
Rice,2019,Kharif     ,Chhattisgarh,4266022,8569367,1420.3,732731938.7,1578428.14,1.936428571
Safflower,2019,Rabi       ,Chhattisgarh,100,34,1420.3,17176,37,0.377
Sannhamp,2019,Kharif     ,Chhattisgarh,471,240,1420.3,80898.96,174.27,0.405714286
Sesamum,2019,Kharif     ,Chhattisgarh,14952,6011,1420.3,2568155.52,5532.24,0.412857143
Small millets,2019,Kharif     ,Chhattisgarh,63110,18302,1420.3,10839773.6,23350.7,0.291851852
Soyabean,2019,Kharif     ,Chhattisgarh,75112,82999,1420.3,12901237.12,27791.44,1.096428571
Sugarcane,2019,Whole Year ,Chhattisgarh,31237,699040,1420.3,5365267.12,11557.69,17.92666667
Sunflower,2019,Whole Year ,Chhattisgarh,629,295,1420.3,108037.04,232.73,0.639333333
Sweet potato,2019,Whole Year ,Chhattisgarh,1666,10107,1420.3,286152.16,616.42,6.238695652
Tobacco,2019,Whole Year ,Chhattisgarh,9,6,1420.3,1545.84,3.33,0.72
Turmeric,2019,Whole Year ,Chhattisgarh,1030,858,1420.3,176912.8,381.1,1.156923077
Urad,2019,Kharif     ,Chhattisgarh,74267,24305,1420.3,12756099.92,27478.79,0.331428571
Urad,2019,Rabi       ,Chhattisgarh,1796,539,1420.3,308480.96,664.52,0.3096
Wheat,2019,Rabi       ,Chhattisgarh,116274,135888,1420.3,19971222.24,43021.38,1.336538462
Arhar/Tur,2019,Kharif     ,Gujarat,212698,210689,1067.8,36533008.48,78698.26,1.1225
Bajra,2019,Kharif     ,Gujarat,177351,308240,1067.8,30461807.76,65619.87,1.7028
Bajra,2019,Summer     ,Gujarat,272480,782722,1067.8,46801164.8,100817.6,2.934827586
Banana,2019,Whole Year ,Gujarat,30226,2255336,1067.8,5191617.76,11183.62,73.76285714
Castor seed,2019,Kharif     ,Gujarat,736591,1432107,1067.8,126516870.2,272538.67,1.908666667
Cotton(lint),2019,Kharif     ,Gujarat,2654636,8624334,1067.8,455960279.4,982215.32,3.182
Dry chillies,2019,Whole Year ,Gujarat,1414,4419,1067.8,242868.64,523.18,3.125
Garlic,2019,Whole Year ,Gujarat,11313,81245,1067.8,1943120.88,4185.81,7.213181818
Gram,2019,Rabi       ,Gujarat,405046,636475,1067.8,69570700.96,149867.02,1.489393939
Groundnut,2019,Kharif     ,Gujarat,1629275,4503628,1067.8,279844274,602831.75,2.6478125
Groundnut,2019,Summer     ,Gujarat,59423,142226,1067.8,10206494.48,21986.51,2.36
Guar seed,2019,Kharif     ,Gujarat,144786,105726,1067.8,24868443.36,53570.82,0.816315789
Jowar,2019,Kharif     ,Gujarat,28638,43518,1067.8,4918862.88,10596.06,1.448666667
Jowar,2019,Rabi       ,Gujarat,20277,23623,1067.8,3482777.52,7502.49,1.1125
Maize,2019,Kharif     ,Gujarat,300503,449952,1067.8,51614395.28,111186.11,1.603636364
Maize,2019,Rabi       ,Gujarat,132342,333579,1067.8,22731061.92,48966.54,2.556190476
Maize,2019,Summer     ,Gujarat,5516,12676,1067.8,947428.16,2040.92,2.189
Moong(Green Gram),2019,Kharif     ,Gujarat,91512,58758,1067.8,15718101.12,33859.44,0.653571429
Moong(Green Gram),2019,Summer     ,Gujarat,43414,45370,1067.8,7456788.64,16063.18,1.031818182
Moth,2019,Kharif     ,Gujarat,11559,5336,1067.8,1985373.84,4276.83,0.453157895
Onion,2019,Rabi       ,Gujarat,41408,1211977,1067.8,7112238.08,15320.96,28.8925
Onion,2019,Summer     ,Gujarat,7176,204332,1067.8,1232549.76,2655.12,28.464
Other  Rabi pulses,2019,Rabi       ,Gujarat,35625,26665,1067.8,6118950,13181.25,0.799166667
Other Cereals,2019,Kharif     ,Gujarat,287,161,1067.8,49295.12,106.19,0.554
Other Kharif pulses,2019,Kharif     ,Gujarat,2578,1592,1067.8,442797.28,953.86,0.613333333
Potato,2019,Whole Year ,Gujarat,118353,3578238,1067.8,20328311.28,43790.61,29.24857143
Ragi,2019,Kharif     ,Gujarat,11606,10010,1067.8,1993446.56,4294.22,0.83
Rapeseed &Mustard,2019,Rabi       ,Gujarat,172618,333540,1067.8,29648867.68,63868.66,1.873636364
Rice,2019,Kharif     ,Gujarat,849599,1821136,1067.8,145927124.2,314351.63,1.948571429
Rice,2019,Summer     ,Gujarat,54751,161497,1067.8,9404031.76,20257.87,2.848571429
Sesamum,2019,Kharif     ,Gujarat,109958,56270,1067.8,18886386.08,40684.46,0.507931034
Sesamum,2019,Summer     ,Gujarat,55722,51278,1067.8,9570810.72,20617.14,0.723076923
Small millets,2019,Rabi       ,Gujarat,8179,13554,1067.8,1404825.04,3026.23,1.628571429
Soyabean,2019,Kharif     ,Gujarat,100624,132661,1067.8,17283178.24,37230.88,1.314705882
Sugarcane,2019,Whole Year ,Gujarat,160940,11569942,1067.8,27643054.4,59547.8,70.57
Tobacco,2019,Kharif     ,Gujarat,48234,94813,1067.8,8284671.84,17846.58,1.93125
Tobacco,2019,Rabi       ,Gujarat,114029,292868,1067.8,19585621.04,42190.73,2.6325
Urad,2019,Kharif     ,Gujarat,86469,52291,1067.8,14851915.44,31993.53,0.700625
Urad,2019,Summer     ,Gujarat,13456,21329,1067.8,2311202.56,4978.72,1.580625
Wheat,2019,Rabi       ,Gujarat,1393487,4553681,1067.8,239345327.1,515590.19,3.1434375
Arhar/Tur,2019,Kharif     ,Haryana,1263,1404,351.8,216932.88,467.31,1.122857143
Bajra,2019,Kharif     ,Haryana,492900,1101500,351.8,84660504,182373,2.225238095
Barley,2019,Rabi       ,Haryana,12100,46600,351.8,2078296,4477,3.988235294
Castor seed,2019,Kharif     ,Haryana,6685,4454,351.8,1148215.6,2473.45,0.765
Coriander,2019,Whole Year ,Haryana,2163.6,6291,351.8,371619.936,800.532,3.844736842
Cotton(lint),2019,Kharif     ,Haryana,723000,2463000,351.8,124182480,267510,3.106875
Garlic,2019,Whole Year ,Haryana,3096,41622,351.8,531768.96,1145.52,11.068
Ginger,2019,Whole Year ,Haryana,74,623,351.8,12710.24,27.38,10.345
Gram,2019,Rabi       ,Haryana,43970,47090,351.8,7552287.2,16268.9,1.168888889
